,ìíâÕå¥,ê^íﬂ,éOâYäCä›,âWéq,ëÂïΩë‰,ì¸ê∂ìc,ç™ï{êÏ,ãûã}í∑ëÚ,ãvó¢ïl,è„ã≠óÖ,ë´ïø,äõã{,êVêÄéq,à¿êjíÀ,âYâÍ,ëÂóYéR,ä‚å¥,â∫ë]â‰,ìÒã{,ëÂàÈ,ïΩíÀ,ñkäùÉPçË,çîè¿äCä›,êŒè„,äôëq,í«ïl,äCÇÃåˆâÄéƒå˚,íJâ„,ìåéRñk,èºìc,èaëÚ,ìåäCëÂäwëO,íﬂä™â∑êÚ,çÅêÏ,ëPçs,ëÂëD,êVêôìc,ãûã}ïxâ™,à…ê®å¥,à§çbêŒìc,å˙ñÿ,çÇç¿èaíJ,Ç¢Ç∏Ç›íÜâõ,è„âiíJ,àÈéq,êŒêÏí¨,ì¸íJ,ëäñÕëÂíÀ,äÛñ]ÉPãu,íﬂÉPïÙ,ï–ëqí¨,ëÂå˚,äCé≈âY,å¥ìññÉ,è¨ìcã}ëäñÕå¥,ê¨ê£,Ç∑Ç∏Ç©ÇØë‰,äõãè,ñkêVâ°ïl,ëÂëqéR,òZãΩìyéË,âHìcãÛç`çëç€ê¸É^Å[É~ÉiÉã,êVêÆîıèÍ,è„ça,å√ï£,ã êÏäwâÄëO,íﬂêÏ,Ç†Ç¥Ç›ñÏ,äÅÇ™íJ,ëΩñÄêÏ,írè„,åäéÁàÓâ◊,âHìcãÛç`çëì‡ê¸É^Å[É~ÉiÉã,ì°ñÏ,ëäñÕåŒ,ê¥ëÍ,çÇîˆ,ëäå¥,ëÂíÀÅEíÈãûëÂäw,è¨ìcã}âiéR,àÓèÈ,òaêÚëΩñÄêÏ,äÏëΩå©,âúëÚ,êŒêÏë‰,ê¬ï®â°íö,ê¬äC,äãêºó’äCåˆâÄ,êºî™â§éq,ñkî™â§éq,çbèBäXìπ,ñkï{íÜ,ã£í¯èÍëO,çëóÃ,è„ñkëÚ,írÉmè„,ê¬éRàÍíöñ⁄,ê‘ç‚,âzíÜìá,ëÂìá,àÍîVç],ïêë†å‹ì˙és,èHêÏ,è∫ìá,êÚëÃàÁäŸ,ê¬î~äXìπ,çëï™éõ,êºïêñˆëÚ,à‰â¨,à¢ç≤ÉPíJ,írë‹,ê‘ìyè¨äwçZëO,êÛëê,ê¬ìu,ç]åÀêÏ,å‰äxéR,ê¬î~,è¨çÏ,î†ç™ÉPçË,êºïêãÖèÍëO,ãvïƒêÏ,èHí√,ìåãvóØïƒ,ëÂêÚäwâÄ,è„î¬ã¥,ê‘âH,îÚíπéR,ê¬à‰,Ç®â‘íÉâÆ,êVéƒñî,âúëΩñÄ,êÏà‰,åRî®,ã‡éq,àÓâ◊éRåˆâÄ,çqãÛåˆâÄ,éuñÿ,í©â‡,ñkåÀìc,êÏå˚,é…êl,ëêâ¡,î™í™,éOãΩ,ìåå·ñÏ,çÇóÌ,ã∑éRés,êVã∑éR,è„ïüâ™,ó^ñÏñ{í¨,âYòa,âYòaî¸âÄ,åÀíÀà¿çs,äóê∂,êVéOãΩ,å·ñÏ,ïêèBí∑ê£,àÍñ{èº,ä}î¶,â‡ÉPä÷,êÏâz,éwêÓ,ëÂã{,ëÂã{åˆâÄ,ÇπÇÒÇ∞ÇÒë‰,ëÂë‹,îíãv,âYéRå˚,å‰â‘î®,à∞ÉPãvï€,âzê∂,ñkç‚åÀ,ñkè„îˆ,è„îˆ,ò@ìc,ä‚íŒ,àÍÉmäÑ,ìÏç˜à‰,ëÂñÏå¥,ñæäo,êXó—åˆâÄ,çÇç‚,â±êÏ,à…ìﬁíÜâõ,îíâ™,ìåïêìÆï®åˆâÄ,ïPã{,êeï@,è¨êÏí¨,ñkçÉëÉ,çÉëÉ,ãväÏ,çKéË,ñÏè„,îgãvóÁ,è¨ëOìc,íjÂŒ,ñæåÀ,ëÂñÉê∂,è„åFíJ,çsìc,â¡ê{,â‘çË,åIã¥,éôã ,èºãv,ê[íJ,êŒå¥,ìåçsìc,êVãΩ,âHê∂,êVå√âÕ,íOëë,ñ{èØ,â™ïî,ñˆê∂,ê_ï€å¥
è¨çÏ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,472.0,410.0,472.0,514.0,545.0,807.0,745.0,902.0,1029.0,934.0,1210.0,396.0,308.0,220.0,330.0,545.0,440.0,796.0,796.0,780.0,797.0,1080.0,1048.0,1112.0,1100.0,628.0,565.0,514.0,545.0,745.0,814.0,814.0,1145.0,1145.0,1082.0,1100.0,660.0,829.0,828.0,682.0,776.0,577.0,776.0,907.0,1030.0,1103.0,1103.0,1277.0,1067.0,827.0,764.0,682.0,828.0,1092.0,995.0,995.0,1082.0,1186.0,1249.0,997.0,858.0,944.0,828.0,1166.0,1239.0,1166.0,1249.0,1249.0,1277.0,776.0,1342.0,1268.0,1302.0,1302.0,1337.0,1336.0,1336.0,1101.0,1616.0,1646.0,1687.0,1518.0,1459.0,1406.0,1342.0,1342.0,1342.0,1694.0,1687.0,1747.0,11550.0,1532.0,1459.0,1518.0,1980.0,1980.0,1532.0,1980.0
î†ç™ÉPçË,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,431.0,493.0,535.0,566.0,828.0,766.0,923.0,1028.0,955.0,1231.0,682.0,506.0,418.0,189.0,420.0,461.0,829.0,829.0,801.0,818.0,1101.0,1069.0,1111.0,1166.0,420.0,357.0,535.0,566.0,762.0,858.0,858.0,1197.0,1166.0,1091.0,1163.0,452.0,653.0,705.0,418.0,797.0,594.0,682.0,858.0,1005.0,1158.0,1158.0,1069.0,859.0,619.0,556.0,506.0,757.0,990.0,990.0,990.0,1057.0,1172.0,1225.0,789.0,594.0,873.0,820.0,990.0,1214.0,1104.0,1225.0,1172.0,1069.0,797.0,1342.0,1166.0,1166.0,1277.0,1129.0,1160.0,1160.0,938.0,1439.0,1459.0,1479.0,1342.0,1382.0,1329.0,1342.0,1166.0,1166.0,1694.0,1479.0,1539.0,11330.0,1480.0,1455.0,1342.0,1694.0,1694.0,1455.0,1694.0
êºïêãÖèÍëO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,210.0,242.0,272.0,545.0,534.0,681.0,755.0,734.0,980.0,865.0,700.0,612.0,493.0,242.0,210.0,525.0,525.0,518.0,545.0,869.0,839.0,880.0,936.0,377.0,346.0,272.0,272.0,514.0,606.0,606.0,893.0,893.0,839.0,859.0,409.0,660.0,597.0,545.0,545.0,346.0,545.0,606.0,753.0,939.0,939.0,1016.0,806.0,566.0,503.0,546.0,597.0,804.0,764.0,764.0,805.0,920.0,973.0,736.0,634.0,713.0,597.0,852.0,962.0,852.0,973.0,920.0,1016.0,545.0,1068.0,980.0,940.0,1025.0,1076.0,1113.0,1113.0,870.0,1386.0,1406.0,1370.0,1200.0,1191.0,1139.0,1116.0,1185.0,1147.0,1376.0,1370.0,1486.0,11707.0,1254.0,1284.0,1273.0,1552.0,1552.0,1315.0,1728.0
ãvïƒêÏ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,210.0,272.0,545.0,472.0,629.0,734.0,661.0,937.0,803.0,638.0,550.0,484.0,242.0,178.0,493.0,493.0,486.0,524.0,807.0,775.0,817.0,854.0,409.0,346.0,242.0,272.0,472.0,574.0,574.0,861.0,861.0,775.0,827.0,440.0,618.0,555.0,503.0,503.0,304.0,503.0,574.0,721.0,891.0,891.0,1058.0,848.0,608.0,534.0,546.0,555.0,772.0,722.0,722.0,773.0,888.0,941.0,778.0,634.0,671.0,555.0,810.0,930.0,810.0,941.0,888.0,1058.0,502.0,1036.0,948.0,898.0,1048.0,1118.0,1071.0,1071.0,828.0,1351.0,1381.0,1338.0,1162.0,1149.0,1097.0,1074.0,1143.0,1105.0,1344.0,1338.0,1478.0,11634.0,1212.0,1242.0,1231.0,1520.0,1470.0,1273.0,1646.0
èHí√,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,210.0,419.0,461.0,608.0,682.0,661.0,906.0,865.0,700.0,612.0,493.0,242.0,178.0,315.0,315.0,308.0,472.0,796.0,729.0,807.0,726.0,377.0,346.0,242.0,242.0,367.0,396.0,396.0,683.0,683.0,708.0,649.0,409.0,618.0,555.0,503.0,503.0,304.0,503.0,396.0,543.0,729.0,729.0,1016.0,806.0,566.0,534.0,546.0,555.0,594.0,594.0,594.0,595.0,710.0,763.0,736.0,634.0,671.0,555.0,682.0,752.0,682.0,763.0,710.0,1016.0,471.0,858.0,770.0,770.0,815.0,1076.0,1071.0,1071.0,828.0,1300.0,1230.0,1160.0,990.0,920.0,867.0,990.0,1143.0,1105.0,1166.0,1160.0,1300.0,11550.0,1056.0,1085.0,1231.0,1342.0,1342.0,1158.0,1518.0
ìåãvóØïƒ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,440.0,429.0,576.0,650.0,629.0,876.0,907.0,742.0,654.0,535.0,272.0,210.0,462.0,462.0,455.0,440.0,764.0,735.0,775.0,792.0,409.0,377.0,272.0,272.0,514.0,543.0,543.0,830.0,829.0,735.0,796.0,440.0,660.0,597.0,545.0,471.0,346.0,545.0,543.0,690.0,851.0,851.0,1058.0,848.0,608.0,566.0,588.0,597.0,741.0,741.0,741.0,742.0,857.0,910.0,778.0,676.0,713.0,597.0,829.0,899.0,829.0,910.0,857.0,1058.0,441.0,1005.0,917.0,917.0,962.0,1118.0,1113.0,1113.0,870.0,1393.0,1377.0,1307.0,1137.0,1168.0,1116.0,1130.0,1185.0,1147.0,1313.0,1307.0,1447.0,11602.0,1217.0,1217.0,1273.0,1489.0,1489.0,1217.0,1665.0
ëÂêÚäwâÄ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,399.0,546.0,620.0,599.0,844.0,938.0,773.0,685.0,566.0,304.0,242.0,525.0,493.0,462.0,410.0,734.0,703.0,745.0,760.0,471.0,409.0,304.0,346.0,545.0,606.0,550.0,848.0,799.0,703.0,803.0,503.0,691.0,628.0,576.0,441.0,377.0,576.0,606.0,753.0,819.0,819.0,1132.0,922.0,682.0,608.0,619.0,628.0,804.0,804.0,804.0,805.0,871.0,923.0,852.0,707.0,744.0,628.0,836.0,962.0,892.0,923.0,920.0,1132.0,409.0,1068.0,980.0,980.0,976.0,1192.0,1144.0,1144.0,901.0,1424.0,1440.0,1370.0,1200.0,1185.0,1112.0,1100.0,1367.0,1178.0,1376.0,1370.0,1510.0,11572.0,1185.0,1185.0,1367.0,1552.0,1552.0,1185.0,1728.0
è„î¬ã¥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,472.0,546.0,525.0,795.0,1200.0,1035.0,947.0,860.0,577.0,514.0,251.0,199.0,388.0,336.0,660.0,639.0,671.0,718.0,734.0,702.0,577.0,545.0,314.0,471.0,471.0,769.0,725.0,639.0,724.0,776.0,597.0,524.0,566.0,367.0,367.0,566.0,471.0,618.0,755.0,755.0,1404.0,1194.0,954.0,880.0,660.0,524.0,669.0,669.0,669.0,670.0,785.0,838.0,1124.0,849.0,660.0,597.0,762.0,827.0,757.0,838.0,785.0,1327.0,366.0,933.0,845.0,845.0,890.0,1267.0,987.0,987.0,817.0,1267.0,1297.0,1279.0,1021.0,1096.0,1044.0,1021.0,1059.0,1027.0,1334.0,1279.0,1419.0,11498.0,1143.0,1143.0,1147.0,1510.0,1417.0,1143.0,1587.0
ê‘âH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,430.0,357.0,627.0,1138.0,973.0,885.0,819.0,566.0,503.0,451.0,408.0,168.0,136.0,503.0,471.0,513.0,561.0,723.0,691.0,566.0,597.0,507.0,308.0,220.0,480.0,400.0,471.0,473.0,765.0,779.0,727.0,770.0,242.0,559.0,418.0,308.0,455.0,564.0,564.0,1393.0,1183.0,943.0,869.0,807.0,727.0,506.0,506.0,506.0,507.0,622.0,675.0,1113.0,1079.0,832.0,727.0,506.0,664.0,594.0,675.0,622.0,1393.0,220.0,770.0,682.0,682.0,727.0,1453.0,1211.0,1211.0,1016.0,1300.0,1230.0,1160.0,858.0,832.0,779.0,770.0,1301.0,1269.0,1166.0,1160.0,1300.0,11330.0,953.0,905.0,1389.0,1342.0,1166.0,905.0,1342.0
îÚíπéR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,357.0,560.0,1295.0,1130.0,1042.0,976.0,713.0,640.0,578.0,555.0,388.0,325.0,451.0,555.0,629.0,641.0,870.0,838.0,713.0,744.0,661.0,476.0,388.0,774.0,725.0,587.0,729.0,902.0,934.0,881.0,923.0,367.0,724.0,674.0,564.0,711.0,671.0,671.0,1540.0,1330.0,1090.0,1016.0,934.0,881.0,762.0,674.0,674.0,763.0,723.0,775.0,1260.0,1123.0,1007.0,881.0,762.0,920.0,762.0,775.0,775.0,1540.0,336.0,938.0,938.0,850.0,860.0,1600.0,1376.0,1376.0,1143.0,1468.0,1398.0,1328.0,1026.0,1037.0,964.0,964.0,1448.0,1416.0,1334.0,1328.0,1379.0,11498.0,1069.0,1037.0,1536.0,1510.0,1510.0,1037.0,1678.0
ê¬à‰,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,697.0,1422.0,1257.0,1147.0,1081.0,787.0,724.0,661.0,629.0,518.0,430.0,702.0,461.0,210.0,513.0,944.0,912.0,787.0,818.0,744.0,683.0,606.0,891.0,830.0,461.0,534.0,986.0,1038.0,975.0,1037.0,409.0,838.0,892.0,683.0,807.0,577.0,577.0,1614.0,1404.0,1164.0,1090.0,1048.0,975.0,892.0,892.0,892.0,681.0,629.0,681.0,1334.0,1237.0,1111.0,995.0,892.0,1039.0,980.0,681.0,681.0,1614.0,409.0,1200.0,1068.0,807.0,734.0,1730.0,1450.0,1450.0,1280.0,1593.0,1563.0,1453.0,1200.0,943.0,870.0,870.0,1677.0,1525.0,1544.0,1493.0,1253.0,11540.0,943.0,943.0,1701.0,1720.0,1552.0,943.0,1728.0
Ç®â‘íÉâÆ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,1327.0,1162.0,1074.0,1008.0,766.0,703.0,640.0,608.0,497.0,357.0,524.0,387.0,556.0,409.0,923.0,891.0,766.0,797.0,723.0,585.0,497.0,795.0,757.0,450.0,497.0,965.0,996.0,943.0,985.0,357.0,786.0,783.0,585.0,732.0,503.0,503.0,1593.0,1383.0,1143.0,1069.0,996.0,943.0,783.0,783.0,783.0,660.0,555.0,607.0,1313.0,1185.0,1069.0,943.0,871.0,941.0,871.0,607.0,607.0,1593.0,325.0,1047.0,959.0,733.0,733.0,1709.0,1429.0,1429.0,1205.0,1489.0,1419.0,1349.0,1179.0,869.0,796.0,796.0,1501.0,1469.0,1531.0,1349.0,1263.0,11519.0,953.0,869.0,1589.0,1699.0,1531.0,869.0,1707.0
êVéƒñî,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.0,1470.0,1382.0,1284.0,1036.0,979.0,874.0,853.0,773.0,633.0,800.0,643.0,780.0,539.0,1168.0,1137.0,1042.0,1073.0,957.0,861.0,773.0,982.0,982.0,706.0,596.0,1200.0,1230.0,1177.0,1219.0,591.0,1020.0,1059.0,861.0,989.0,759.0,759.0,1838.0,1659.0,1388.0,1316.0,1230.0,1177.0,1059.0,1059.0,1059.0,916.0,811.0,863.0,1558.0,1477.0,1303.0,1177.0,1147.0,1217.0,1147.0,863.0,863.0,2045.0,560.0,1323.0,1235.0,989.0,989.0,1985.0,1705.0,1705.0,1535.0,1765.0,1695.0,1625.0,1455.0,1125.0,1052.0,1052.0,1777.0,1745.0,1807.0,1625.0,1519.0,11912.0,1209.0,1125.0,1865.0,1983.0,1807.0,1125.0,1983.0
